uid,name,sdn_type,programs,stratum,selection_hash,sentinel,source_dataset,source_record_id
7857,"AL-TIKRITI, Rafi abd-al-Latif Tilfah",Individual,IRAQ2,IRAQ2,2ecacb052f3f8ece,true,us_ofac_sdn,sdn:7857
7859,"AL-TIKRITI, Hamid Raja Shalah",Individual,IRAQ2,IRAQ2,6f082e012f0227cb,true,us_ofac_sdn,sdn:7859
7860,"AL-DULAYMI, Latif Nusayyif Jasim",Individual,IRAQ2,IRAQ2,6d934e73f9ca3242,true,us_ofac_sdn,sdn:7860
7861,"HUWAYSH, Abd-al-Tawab Mullah",Individual,IRAQ2,IRAQ2,5bcbcca7facfc6a0,true,us_ofac_sdn,sdn:7861
7862,"AL-JIZRAWI, Taha Yassin Ramadan",Individual,IRAQ2,IRAQ2,628747c0ebe01aa4,true,us_ofac_sdn,sdn:7862
7866,"MA'RUF, Taha Muhyi-al-Din",Individual,IRAQ2,IRAQ2,2bee2cc7aad839e0,true,us_ofac_sdn,sdn:7866
7867,"AZIZ, Tariq",Individual,IRAQ2,IRAQ2,1b39416cbc686961,true,us_ofac_sdn,sdn:7867
7868,"AL-TIKRITI, Walid Hamid Tawfiq",Individual,IRAQ2,IRAQ2,a19f7e2cf79e7777,true,us_ofac_sdn,sdn:7868
7869,"AL-TAI, Sultan Hashim Ahmad",Individual,IRAQ2,IRAQ2,13e92dbf70e73209,true,us_ofac_sdn,sdn:7869
7870,"AL-AZZAWI, Hikmat Mizban Ibrahim",Individual,IRAQ2,IRAQ2,16081975d836c4c2,true,us_ofac_sdn,sdn:7870
7871,"AL-AHMAD, Mahmud Dhiyab",Individual,IRAQ2,IRAQ2,9f44de3577506980,true,us_ofac_sdn,sdn:7871
7873,"AL-NAQIB, Zuhair Talib abd-al-Sattar",Individual,IRAQ2,IRAQ2,4028167881b016c2,true,us_ofac_sdn,sdn:7873
7874,"AL-SA'DI, Amir Hamudi Hassan",Individual,IRAQ2,IRAQ2,21cb2e5bcafd82d6,true,us_ofac_sdn,sdn:7874
7876,"AL-YASSIN, Husam Muhammad Amin",Individual,IRAQ2,IRAQ2,4cbbfd11a9819adf,true,us_ofac_sdn,sdn:7876
7879,"AL-TIKRITI, Watban Ibrahim Hassan",Individual,IRAQ2,IRAQ2,4580faeddc9cc88f,true,us_ofac_sdn,sdn:7879
7880,"AL-TIKRITI, Barzan Ibrahim Hassan",Individual,IRAQ2,IRAQ2,78acbe4d15705487,true,us_ofac_sdn,sdn:7880
7883,"AL-SA'DUN, Muhammad Zimam abd-al-Razzaq",Individual,IRAQ2,IRAQ2,9e6d34d7605d972b,true,us_ofac_sdn,sdn:7883
7885,"ABD-AL-GHAFUR, Humam abd-al-Khaliq",Individual,IRAQ2,IRAQ2,894f9f1eb58f8a0b,true,us_ofac_sdn,sdn:7885
7887,"GHALIB, Nayif Shindakh Thamir",Individual,IRAQ2,IRAQ2,6be6793a03179bb8,true,us_ofac_sdn,sdn:7887
7889,"GHARIB, Fadil Mahmud",Individual,IRAQ2,IRAQ2,70d4c2bf0900ee38,true,us_ofac_sdn,sdn:7889
7891,"KAZIM, Rashid Taan",Individual,IRAQ2,IRAQ2,35b7513bb931251d,true,us_ofac_sdn,sdn:7891
7892,"AL-KUBAYSI, Ugla Abid Saqar",Individual,IRAQ2,IRAQ2,8a1f0ecf38de3756,true,us_ofac_sdn,sdn:7892
7894,"MAHDI, Adil Abdallah",Individual,IRAQ2,IRAQ2,6d8d78cf5750a6a3,true,us_ofac_sdn,sdn:7894
7895,"AL-AWADI, Hussein Qaid",Individual,IRAQ2,IRAQ2,4f6a525815e0648d,true,us_ofac_sdn,sdn:7895
7896,"AL-MUHAMMAD, Khamis Sirhan",Individual,IRAQ2,IRAQ2,03b5c2a2b522a201,true,us_ofac_sdn,sdn:7896
7897,"AL-TIKRITI, Sa'd abd-al-Majid al-Faysal",Individual,IRAQ2,IRAQ2,4d4e7b47d859304e,true,us_ofac_sdn,sdn:7897
8149,"CASTANO GIL, Jose Vicente",Individual,SDNTK,SDNTK,091ce787a71d6f85,true,us_ofac_sdn,sdn:8149
8153,"DUQUE GAVIRIA, Ivan Roberto",Individual,SDNTK,SDNTK,0ecdeb82e4087ff2,true,us_ofac_sdn,sdn:8153
8154,"GIRALDO SERNA, Hernan",Individual,SDNTK,SDNTK,1e1fc8c2f1b6cd2a,true,us_ofac_sdn,sdn:8154
8155,"GOMEZ ALVAREZ, Sor Teresa",Individual,SDNTK,SDNTK,096d287c6dd67536,true,us_ofac_sdn,sdn:8155
8158,"MANCUSO GOMEZ, Salvatore",Individual,SDNTK,SDNTK,008499c4304f6041,true,us_ofac_sdn,sdn:8158
8163,"MURILLO BEJARANO, Diego Fernando",Individual,SDNTK,SDNTK,049d67b40c3d3b1d,true,us_ofac_sdn,sdn:8163
8183,"ABD AL-GHAFAR, Sundus",Individual,IRAQ2,IRAQ2,272665da84d67ef6,true,us_ofac_sdn,sdn:8183
8184,"AL-DURI, Jawhar Majid",Individual,IRAQ2,IRAQ2,5c6e551d1ed0c350,true,us_ofac_sdn,sdn:8184
8185,"AL-RABI'I, Nidal",Individual,IRAQ2,IRAQ2,289c828b6fa42cae,true,us_ofac_sdn,sdn:8185
8187,"AL-TIKRITI, Ali Saddam Hussein",Individual,IRAQ2,IRAQ2,386a683c43d8b4c8,true,us_ofac_sdn,sdn:8187
8192,"AL-TIKRITI, Raghad Saddam Hussein",Individual,IRAQ2,IRAQ2,560ef5de496eb3b1,true,us_ofac_sdn,sdn:8192
8193,"AL-TIKRITI, Rana Saddam Hussein",Individual,IRAQ2,IRAQ2,0138d2c9d5901d03,true,us_ofac_sdn,sdn:8193
8195,"AL-TIKRITI, Thoraya Barzan Ibrahim Hasan",Individual,IRAQ2,IRAQ2,3e64d10d4eef717d,true,us_ofac_sdn,sdn:8195
8210,AL WASEL AND BABEL GENERAL TRADING LLC,Entity,IRAQ2,IRAQ2,3fe4c54f34912649,true,us_ofac_sdn,sdn:8210
8211,"AL-BASHAIR TRADING COMPANY, LTD",Entity,IRAQ2,IRAQ2,2ac45c7f4f4e6d16,true,us_ofac_sdn,sdn:8211
8212,AL-HUDA STATE COMPANY FOR RELIGIOUS TOURISM,Entity,IRAQ2,IRAQ2,3ccad7bc6e229a20,true,us_ofac_sdn,sdn:8212
8213,AVIATRANS ANSTALT,Entity,IRAQ2,IRAQ2,819f1f6de5c062e0,true,us_ofac_sdn,sdn:8213
8214,LOGARCHEO S.A.,Entity,IRAQ2,IRAQ2,9f0935559ed267a2,true,us_ofac_sdn,sdn:8214
8217,"AL-QUBAYSI, Munir",Individual,IRAQ2,IRAQ2,0bcd252a027e753b,true,us_ofac_sdn,sdn:8217
8218,"BAHNAM, Hikmat Jarjes",Individual,IRAQ2,IRAQ2,24c83bd630180fe5,true,us_ofac_sdn,sdn:8218
8228,"HAMUDAT, General Maki Mustafa",Individual,IRAQ2,IRAQ2,4475e4e4838095d8,true,us_ofac_sdn,sdn:8228
8230,"SHABAN, Adib",Individual,IRAQ2,IRAQ2,53cc906c2f8f3416,true,us_ofac_sdn,sdn:8230
8235,"ARELLANO FELIX, Francisco Javier",Individual,SDNTK,SDNTK,128cb04d7ef35704,true,us_ofac_sdn,sdn:8235
8239,"NEMBHARD, Norris",Individual,SDNTK,SDNTK,1157159d899f9f2e,true,us_ofac_sdn,sdn:8239
8241,"RAMCHARAN, Leebert",Individual,SDNTK,SDNTK,0e099ec8c4d4879a,true,us_ofac_sdn,sdn:8241
8307,"ABBAS, Abdul Hussein",Individual,IRAQ2,IRAQ2,3513c7f2b31a230f,true,us_ofac_sdn,sdn:8307
8312,"AHMAD, Wallid Issa",Individual,IRAQ2,IRAQ2,608e7fe11cda5fe8,true,us_ofac_sdn,sdn:8312
8313,"AL-AMIRI, Adnan Talib Hassim",Individual,IRAQ2,IRAQ2,7da07d33c70a0e0e,true,us_ofac_sdn,sdn:8313
8314,AL-ARABI TRADING COMPANY LIMITED,Entity,IRAQ2,IRAQ2,5ba10cbecd08a0b1,true,us_ofac_sdn,sdn:8314
8315,"AL-ATRUSH, Abd al-Wahhab Umar Mirza",Individual,IRAQ2,IRAQ2,7398e82e27fb09c6,true,us_ofac_sdn,sdn:8315
8316,"AL-AZAWI, Dafir",Individual,IRAQ2,IRAQ2,0abbb4eaaec8a2be,true,us_ofac_sdn,sdn:8316
8317,"AL-BAZZAZ, Hikmet Abdallah",Individual,IRAQ2,IRAQ2,2254983bbd7159a4,true,us_ofac_sdn,sdn:8317
8318,"AL-DAJANI, Leila N.S.",Individual,IRAQ2,IRAQ2,5e3991b86866d379,true,us_ofac_sdn,sdn:8318
8319,"AL-DAJANI, Nadim S.",Individual,IRAQ2,IRAQ2,5ece8538aee17849,true,us_ofac_sdn,sdn:8319
8320,"AL-DAJANI, Sa'ad",Individual,IRAQ2,IRAQ2,9c512e72bf3b665f,true,us_ofac_sdn,sdn:8320
8323,"AL-HAMMADI, Hamid Yusif",Individual,IRAQ2,IRAQ2,800392bf160979de,true,us_ofac_sdn,sdn:8323
8326,"AL-HUWAYSH, Isam Rashid",Individual,IRAQ2,IRAQ2,9c3b5389b14f45f5,true,us_ofac_sdn,sdn:8326
8327,"AL-JABBURI, Sadi Tuma Abbas",Individual,IRAQ2,IRAQ2,134e7b9fb9c4ebec,true,us_ofac_sdn,sdn:8327
8329,"AL-KHODAIR, Ahmad Hussein",Individual,IRAQ2,IRAQ2,6f3f2f7e8ad112bb,true,us_ofac_sdn,sdn:8329
8330,"AL-MAJID, Hussein Kamel Hassan",Individual,IRAQ2,IRAQ2,009a06ade857ad4e,true,us_ofac_sdn,sdn:8330
8331,"AL-MALIKI, Shabib Lazem",Individual,IRAQ2,IRAQ2,32b704dc1cfddc57,true,us_ofac_sdn,sdn:8331
8332,"AL-QASIR, Nazar Jumah Ali",Individual,IRAQ2,IRAQ2,0204672573c31d8c,true,us_ofac_sdn,sdn:8332
8335,"AL-SAHHAF, Muhammad Said Kazim",Individual,IRAQ2,IRAQ2,4c74a78a145dd8f4,true,us_ofac_sdn,sdn:8335
8337,"ALAWI, Abdel-Salam Abdel-Rahman",Individual,IRAQ2,IRAQ2,4b6c87acd490d6c4,true,us_ofac_sdn,sdn:8337
8339,"ALWAN, Allaidin Hussain",Individual,IRAQ2,IRAQ2,3bd81a6caa970c3e,true,us_ofac_sdn,sdn:8339
8340,AMD CO. LTD AGENCY,Entity,IRAQ2,IRAQ2,05b604c5ef6d07dc,true,us_ofac_sdn,sdn:8340
8342,ARAB PROJECTS COMPANY S.A. LTD.,Entity,IRAQ2,IRAQ2,11dcf3161a74318a,true,us_ofac_sdn,sdn:8342
8359,DURAND PROPERTIES LIMITED,Entity,IRAQ2,IRAQ2,8b08e4dcf2b457dc,true,us_ofac_sdn,sdn:8359
8365,"FARAJ, Samal Majid",Individual,IRAQ2,IRAQ2,1ab5c505a46c95b6,true,us_ofac_sdn,sdn:8365
8366,FARTRADE HOLDINGS S.A.,Entity,IRAQ2,IRAQ2,3b3d4c2ac1988ff1,true,us_ofac_sdn,sdn:8366
8369,"HABIB, Mohammed Turki",Individual,IRAQ2,IRAQ2,8bdd0770f81dd626,true,us_ofac_sdn,sdn:8369
8370,HELFORD DIRECTORS LIMITED,Entity,IRAQ2,IRAQ2,9b6e3d6b382fda19,true,us_ofac_sdn,sdn:8370
8378,"JASIM, Latif Nusayyif",Individual,IRAQ2,IRAQ2,91445efa6937e8a8,true,us_ofac_sdn,sdn:8378
8380,"JUME'AN, George",Individual,IRAQ2,IRAQ2,8e561e97df4b6fc5,true,us_ofac_sdn,sdn:8380
8382,"KARAGHULLY, Labeed A.",Individual,IRAQ2,IRAQ2,8e5aab35b5647f05,true,us_ofac_sdn,sdn:8382
8384,"KHALIL, Dr. Ahmad Murtada Ahmad",Individual,IRAQ2,IRAQ2,13045e0475e48913,true,us_ofac_sdn,sdn:8384
8388,"MOHAMED, Abdul Kader Ibrahim",Individual,IRAQ2,IRAQ2,2114ab6aaab768ad,true,us_ofac_sdn,sdn:8388
8389,"MUBARAK, Umid Medhat",Individual,IRAQ2,IRAQ2,8a1f553a9f951b28,true,us_ofac_sdn,sdn:8389
8399,"RZOOKI, Hanna",Individual,IRAQ2,IRAQ2,0c3bf9fcfe74812b,true,us_ofac_sdn,sdn:8399
8406,"TALL, Aktham",Individual,IRAQ2,IRAQ2,7dbb25b600c6d1f0,true,us_ofac_sdn,sdn:8406
8407,TARIQ ABU SHANAB EST. FOR TRADE & COMMERCE,Entity,IRAQ2,IRAQ2,066d206ff51b8426,true,us_ofac_sdn,sdn:8407
8408,TECHNOLOGY AND DEVELOPMENT GROUP LTD,Entity,IRAQ2,IRAQ2,8be4d0716cc6b887,true,us_ofac_sdn,sdn:8408
8409,"TIGRIS TRADING, INC.",Entity,IRAQ2,IRAQ2,63773aac9515d3f4,true,us_ofac_sdn,sdn:8409
8413,"ZAHRAN, Yousuf",Individual,IRAQ2,IRAQ2,910fc4f4d652c557,true,us_ofac_sdn,sdn:8413
8420,BLOTO INTERNATIONAL COMPANY,Entity,IRAQ2,IRAQ2,11257f8e88e6e2fe,true,us_ofac_sdn,sdn:8420
8863,RAMCHARAN LTD,Entity,SDNTK,SDNTK,042605f6d11062a5,true,us_ofac_sdn,sdn:8863
8864,RAMCHARAN BROTHERS LTD,Entity,SDNTK,SDNTK,131b54cc2d1d5827,true,us_ofac_sdn,sdn:8864
8868,"SHALISH, Zuhayr",Individual,IRAQ2,IRAQ2,66103b154461392b,true,us_ofac_sdn,sdn:8868
8881,"SHALISH, Asif",Individual,IRAQ2,IRAQ2,051211248c7a8a30,true,us_ofac_sdn,sdn:8881
8883,"AHMAD, Muhammad Yunis",Individual,IRAQ2,IRAQ2,87b0c299008c410b,true,us_ofac_sdn,sdn:8883
9329,"AL-TIKRITI, Yasir Sabawi Ibrahim Hasan",Individual,IRAQ2,IRAQ2,284dcc9e660e4a43,true,us_ofac_sdn,sdn:9329
9330,"AL-TIKRITI, Omar Sabawi Ibrahim Hasan",Individual,IRAQ2,IRAQ2,463383638e0cca3d,true,us_ofac_sdn,sdn:9330
9331,"AL-TIKRITI, Ayman Sabawi Ibrahim Hasan",Individual,IRAQ2,IRAQ2,92c931eb9be85532,true,us_ofac_sdn,sdn:9331
9353,"AL-TIKRITI, Bashar Sabawi Ibrahim Hasan",Individual,IRAQ2,IRAQ2,9fb74df92cf9ea31,true,us_ofac_sdn,sdn:9353
9354,"AL-TIKRITI, Sa'd Sabawi Ibrahim Hasan",Individual,IRAQ2,IRAQ2,699d2aae3629763c,true,us_ofac_sdn,sdn:9354
9388,"MELGOZA TORRES, Martin",Individual,SDNTK,SDNTK,2bbd44573185df10,true,us_ofac_sdn,sdn:9388
9392,"MARTINEZ CASAS, Carlos Mario",Individual,SDNTK,SDNTK,212b91044c253bdb,true,us_ofac_sdn,sdn:9392
9393,"TAPIA ORTEGA, Abigail",Individual,SDNTK,SDNTK,1df848aef5840050,true,us_ofac_sdn,sdn:9393
9394,"LOPEZ POBLANO, Beatriz Raquel",Individual,SDNTK,SDNTK,143e4fc98bd5cfa1,true,us_ofac_sdn,sdn:9394
9395,"CARRERA YLLADES, Marisela",Individual,SDNTK,SDNTK,147540419c239604,true,us_ofac_sdn,sdn:9395
9396,"PEREZ CASTANO, Mario Alberto",Individual,SDNTK,SDNTK,11ab56458e16e253,true,us_ofac_sdn,sdn:9396
9398,"ARRIOLA MARQUEZ, Edgar Fernando",Individual,SDNTK,SDNTK,0d961133af1ac342,true,us_ofac_sdn,sdn:9398
9399,"ARRIOLA MARQUEZ, Luis Raul",Individual,SDNTK,SDNTK,0ef05487b5002a9c,true,us_ofac_sdn,sdn:9399
9400,INDIO VITORIO S. DE P.R. DE R.L. DE C.V.,Entity,SDNTK,SDNTK,00d6131205d09500,true,us_ofac_sdn,sdn:9400
9408,AUTO EXPRESS DORADOS S.A. DE C.V.,Entity,SDNTK,SDNTK,1149e7efe1d43fb1,true,us_ofac_sdn,sdn:9408
9412,"ARREOLA GOMEZ, Guadalupe Armando",Individual,SDNTK,SDNTK,0d64ef3dd363969b,true,us_ofac_sdn,sdn:9412
9538,"CHAIJAMROONPHAN, Warin",Individual,SDNTK,SDNTK,15974fead5be4a5a,true,us_ofac_sdn,sdn:9538
9549,KRADUMPORN IMPORT EXPORT COMPANY LTD.,Entity,SDNTK,SDNTK,15cf6fd2b0aa4964,true,us_ofac_sdn,sdn:9549
9550,HATKAEW COMPANY LTD.,Entity,SDNTK,SDNTK,25c2e781e9e214aa,true,us_ofac_sdn,sdn:9550
9552,BANGKOK SILK FLOWER COMPANY LTD.,Entity,SDNTK,SDNTK,2045938f5ddddd2d,true,us_ofac_sdn,sdn:9552
9965,BAYT AL-MAL,Entity,SDGT,REMAINDER,00603abea3b3c3b3,true,us_ofac_sdn,sdn:9965
9982,"PELAYO MENDOZA, Franco Arturo",Individual,SDNTK,SDNTK,27afe0afdc3ed85f,true,us_ofac_sdn,sdn:9982
10357,"ZAMBADA NIEBLA, Monica del Rosario",Individual,SDNTK,SDNTK,2a45f075f860e560,true,us_ofac_sdn,sdn:10357
10358,"ZAMBADA NIEBLA, Midiam Patricia",Individual,SDNTK,SDNTK,1bc2187e03edfe19,true,us_ofac_sdn,sdn:10358
10361,ROSARIO NIEBLA CARDOZA A. EN P.,Entity,SDNTK,SDNTK,1742b6c3468541c9,true,us_ofac_sdn,sdn:10361
10366,NUEVA INDUSTRIA DE GANADEROS DE CULIACAN S.A. DE C.V.,Entity,SDNTK,SDNTK,2647488c8a173410,true,us_ofac_sdn,sdn:10366
10373,"AL-DULAYMI, Hasan Hashim Khalaf",Individual,IRAQ2,IRAQ2,5a9c3a1a69b01b6f,true,us_ofac_sdn,sdn:10373
10374,"AL-TIKRITI, Ahmed Watban Ibrahim Hasan",Individual,IRAQ2,IRAQ2,4cafb147608c7007,true,us_ofac_sdn,sdn:10374
10375,"AL-AHMAD, Ahmad Muhammad Yunis",Individual,IRAQ2,IRAQ2,6c9e083e57552130,true,us_ofac_sdn,sdn:10375
10383,"KHAN, Shahbaz",Individual,SDNTK,SDNTK,2dcae3a2002616c0,true,us_ofac_sdn,sdn:10383
10386,GULF CARTEL,Entity,FTO|ILLICIT-DRUGS-EO14059|SDGT|SDNTK,SDNTK,137b408c9cff261f,true,us_ofac_sdn,sdn:10386
10589,"DUZCAN, Ceylan",Individual,SDNTK,SDNTK,01c2bb2a920db465,true,us_ofac_sdn,sdn:10589
10592,"GHANI, Mohammad Nadeem",Individual,SDNTK,SDNTK,297699d57d5e09ba,true,us_ofac_sdn,sdn:10592
10599,BELS FLOWERS IMPORT EXPORT BVBA,Entity,SDNTK,SDNTK,0a8cd37aaf1b3c41,true,us_ofac_sdn,sdn:10599
10600,OFFENBACH HAUSHALTWAREN B.V.,Entity,SDNTK,SDNTK,2b72a3fca081518c,true,us_ofac_sdn,sdn:10600
10605,SHAHBAZ TV CENTER,Entity,SDNTK,SDNTK,0e5d9251e1e635aa,true,us_ofac_sdn,sdn:10605
10607,SHER MATCH INDUSTRIES (PVT.) LIMITED,Entity,SDNTK,SDNTK,1841353441b71f2b,true,us_ofac_sdn,sdn:10607
10615,"MEZA GASPAR, Arturo",Individual,SDNTK,SDNTK,2dcbb07987100d5a,true,us_ofac_sdn,sdn:10615
10621,"BELTRAN ROMERO, Mireya Denisse",Individual,SDNTK,SDNTK,25f0f7778842aee1,true,us_ofac_sdn,sdn:10621
10627,"AGUIRRE SANCHEZ, Claudia",Individual,SDNTK,SDNTK,294197d89a799aeb,true,us_ofac_sdn,sdn:10627
10636,"OLIVAS OJEDA, Jesus Joaquin",Individual,SDNTK,SDNTK,1b7db96e8ded0277,true,us_ofac_sdn,sdn:10636
10638,"TOYS FACTORY, S.A. DE C.V.",Entity,SDNTK,SDNTK,165c06a13d6ec9df,true,us_ofac_sdn,sdn:10638
10651,"COMERCIAL JOANA, S.A. DE C.V.",Entity,SDNTK,SDNTK,022e488ab5e3d2c8,true,us_ofac_sdn,sdn:10651
10653,"COMERCIALIZADORA TOQUIN, S.A. DE C.V.",Entity,SDNTK,SDNTK,18d5455211a3cb4c,true,us_ofac_sdn,sdn:10653
10655,"COMERCIAL DOMELY, S.A. DE C.V",Entity,SDNTK,SDNTK,0db592c72897751b,true,us_ofac_sdn,sdn:10655
10898,"MOHAMMADHASNI, Haji Asad Khan Zarkari",Individual,SDNTK,SDNTK,03e3c56451897fc6,true,us_ofac_sdn,sdn:10898
10899,"BELTRAN LEYVA, Marcos Arturo",Individual,SDNTK,SDNTK,0a346ad44fea3ac3,true,us_ofac_sdn,sdn:10899
10900,BELTRAN LEYVA ORGANIZATION,Entity,ILLICIT-DRUGS-EO14059|SDNTK,SDNTK,1d000655ddb91bb7,true,us_ofac_sdn,sdn:10900
10984,"LUCERO DE MARTINEZ, Sandra",Individual,SDNTK,SDNTK,1a97a8288f0f5c7e,true,us_ofac_sdn,sdn:10984
10987,"GARCIA DURAN, Maria Del Rosario",Individual,SDNTK,SDNTK,0fba95e5e01f00b3,true,us_ofac_sdn,sdn:10987
10996,BIOESPORT S.A. DE C.V.,Entity,SDNTK,SDNTK,014de453416f310e,true,us_ofac_sdn,sdn:10996
10997,FLETES Y TRANSPORTES GAXGAR S.A. DE C.V.,Entity,SDNTK,SDNTK,05c9817e726688e4,true,us_ofac_sdn,sdn:10997
11237,"LADINO AVILA, Jaime Arturo",Individual,SDNTK,SDNTK,0cbe52c7ea7b5c87,true,us_ofac_sdn,sdn:11237
11238,"AMEZCUA CONTRERAS, Patricia",Individual,SDNTK,SDNTK,1532a6baf709ae1a,true,us_ofac_sdn,sdn:11238
11270,"KHINE, Oo Oo",Individual,SDNTK,SDNTK,2a06061e2273e8b2,true,us_ofac_sdn,sdn:11270
11273,"AKIRAPHOKIN, Thit",Individual,SDNTK,SDNTK,1900d1cbe070f575,true,us_ofac_sdn,sdn:11273
11280,"SHIH, Kuo Neng",Individual,SDNTK,SDNTK,0bc4a9ec745369ae,true,us_ofac_sdn,sdn:11280
11283,"KYA, La Bo",Individual,SDNTK,SDNTK,0905997ca45d125c,true,us_ofac_sdn,sdn:11283
11291,"WEI, Hsueh Yuan",Individual,SDNTK,SDNTK,2b60995b2a5bbf73,true,us_ofac_sdn,sdn:11291
11296,"TET KHAM GEMS CO., LTD.",Entity,SDNTK,SDNTK,1ee45b9d3a8e6e7d,true,us_ofac_sdn,sdn:11296
11308,YANGON AIRWAYS COMPANY LIMITED,Entity,SDNTK,SDNTK,1d9b79555ea1093f,true,us_ofac_sdn,sdn:11308
11396,"PORTILLA BARRAZA, Jorge",Individual,SDNTK,SDNTK,1bfcb5723b2f893a,true,us_ofac_sdn,sdn:11396
11406,PERUVIAN PRECIOUS METALS S.A.C.,Entity,SDNTK,SDNTK,07927d927617b275,true,us_ofac_sdn,sdn:11406
11408,URANTIA SERVICES S.A.,Entity,SDNTK,SDNTK,089488c1d5c992e6,true,us_ofac_sdn,sdn:11408
11413,REPRESENTACIONES ORIENTE S.R.L.,Entity,SDNTK,SDNTK,076af24971112788,true,us_ofac_sdn,sdn:11413
11438,CARTEL DEL NORESTE,Entity,FTO|ILLICIT-DRUGS-EO14059|SDGT|SDNTK|TCO,SDNTK,0a063c53f440e658,true,us_ofac_sdn,sdn:11438
11501,"RENDON HERRERA, Daniel",Individual,SDNTK,SDNTK,1854181cdbaa5840,true,us_ofac_sdn,sdn:11501
11588,"LA HACIENDA (USA), LLC",Entity,SDNTK,SDNTK,1f6a3c7deba11653,true,us_ofac_sdn,sdn:11588
11654,"LEYVA ESCANDON, Edgardo",Individual,SDNTK,SDNTK,2537e580e7e381fe,true,us_ofac_sdn,sdn:11654
11726,"BELTRAN LEYVA, Hector",Individual,SDNTK,SDNTK,299a221b5bc33798,true,us_ofac_sdn,sdn:11726
11795,GRUPO MBS - KAYUM CENTRE,Entity,SDNTK,SDNTK,1fddf8678a4a3e43,true,us_ofac_sdn,sdn:11795
11796,MAPUTO SHOPPING CENTRE,Entity,SDNTK,SDNTK,03dd7ec2b6117431,true,us_ofac_sdn,sdn:11796
11816,"MOLINA CUBILLOS, Alba Judith",Individual,SDNTK,SDNTK,29419919b859f7a0,true,us_ofac_sdn,sdn:11816
11834,"GUTIERREZ GARAVITO, Armando",Individual,SDNTK,SDNTK,074c7de343aa8e7f,true,us_ofac_sdn,sdn:11834
11841,LOGISTICA Y TRANSPORTE NORVAL LTDA.,Entity,SDNTK,SDNTK,0c82d6f90d3d1d5c,true,us_ofac_sdn,sdn:11841
11849,MODERNA EXPRESS TRANSPORTE DE CARGA LTDA.,Entity,SDNTK,SDNTK,126ad9cd888c8db1,true,us_ofac_sdn,sdn:11849
11854,INVERSIONES TALADRO LTDA.,Entity,SDNTK,SDNTK,14a71775c56ccd62,true,us_ofac_sdn,sdn:11854
